movieId,title,genres,overview
6287,Anger Management (2003),Comedy,After a misunderstanding aboard an airplane that escalates out of control the mild-mannered Dave Buznik is ordered by Judge Daniels to attend anger management sessions run by Doctor Buddy Rydell which are filled with highly eccentric and volatile men and women. Buddy's unorthodox approach to therapy is confrontational and abrasive and Dave is bewildered by it. Then after yet another mishap Judge Daniels orders Dave to step up his therapy or wind up in jail. So Buddy moves in with Dave to help him battle his inner demons. Buddy himself has no inner demons since he acts out at every opportunity and that includes making lewd comments about Dave's girlfriend Linda and goading Dave into confronting every slight past or present head-on. But Buddy finally goes too far and Dave must decide whether to crawl back into his shell or stand up for himself. Could it be that Buddy's confounding and contradictory treatment is just what the doctor ordered?
6290,House of 1000 Corpses (2003),Horror,Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.
6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama,Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt who neglects her. Lilya hangs out with her friends Natasha and Volodya who is suicidal. Desperate for money she starts working as a prostitute and later meets Andrei. He offers her a good job in Sweden but when Lilya arrives her life quickly enters a downward spiral.
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,A mysterious and immortal Tibetan kung fu master who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate mentors a selfish street kid in the ancient intricacies of kung fu.
6295,Chasing Papi (a.k.a. Papi Chulo) (2003),Comedy,Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?
6296,"Mighty Wind, A (2003)",Comedy|Musical,In "A Mighty Wind" director Christopher Guest reunites the team from "Best In Show" and "Waiting for Guffman" to tell tell the story of 60's-era folk musicians who inspired by the death of their former manager get back on the stage for one concert in New York City's Town Hall.
6297,Holes (2003),Adventure|Children|Comedy|Mystery,Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.
6298,Malibu's Most Wanted (2003),Comedy|Crime,Bill Gluckman a wealthy white Jewish senator is running for the office of Governor. His son "B-Rad" dresses speaks and acts as if he were a gangster from the inner city. The campaign team members hire two actors who don't know any more about inner-city life than B-Rad to act as gang members kidnap him and take him to South Central Los Angeles where they hope Brad will be "scared white".
6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary,The cameras of Jacques Perrin fly with migratory birds: geese storks cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic it's family time: courtship nests eggs fledglings and first flight. Chicks must soon fly south. Bad weather hunters and pollution take their toll. Then the cameras go
6300,Flickering Lights (Blinkende lygter) (2000),Action|Comedy|Crime,Four small gangsters from Copenhagen trick a gangster boss: they take over 4000000 kroner which they were supposed to bring him. Trying to escape to Barcelona they are forced to stop in the countryside in an old wrecked house hiding there for several weeks. Slowly one after another they realize that they would like to stay there start a new life.
6301,Straw Dogs (1971),Drama|Thriller,A young American and his English wife come to rural England and face increasingly vicious local harassment.
6302,Beginning of the End (1957),Sci-Fi,Marking the 75th anniversary of his birth Shotaro Ishinomori's classic spy heroine manga "009-1" has been adapted into a live-action motion picture for the first time ever.
6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi,When virtually all of the residents of Piedmont New Mexico are found dead after the return to Earth of a space satellite the head of the US Air Force's Project Scoop declares an emergency. A group of eminent scientists led by Dr. Jeremy Stone scramble to a secure laboratory and try to first isolate the life form while determining why two people from Piedmont - an old alcoholic and a six-month-old baby - survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab which is equipped with a nuclear self-destruct device designed to prevent the escape of dangerous biological agents..
6305,Fahrenheit 451 (1966),Drama|Sci-Fi,In the future an oppressive government maintains control of public opinion by outlawing literature and maintaining a group of enforcers known as "firemen" to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation. Curious about the world of books he soon falls in love with a beautiful young member of a pro-literature underground - and with literature itself.
6306,I Am Trying to Break Your Heart (2002),Documentary,A documentary by photographer Sam Jones documenting American rock band Wilco recording their fourth album Yankee Hotel Foxtrot. Originally intended as a showcase of the band's creative process the film crew catches unexpected complications between the band and its record label and problems among the band members themselves.
6308,Legal Eagles (1986),Comedy|Crime|Romance,District Attorney Tom Logan is set for higher office at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting but as the women persuade Logan to investigate further and to cut some official corners a much more sinister scenario starts to emerge.
6314,Undercover Blues (1993),Comedy|Crime,When fun-loving American agents Dennis Quaid and Kathleen Turner are called back from maternity leave for a special assignment in New Orleans the spy parents decide to skip the sitter and give their bouncing baby girl the adventure of a lifetime. There's nothing to the dumb story about a deadly arms dealer in the Louisiana Bayou but you'd be hard put to find a friskier pair of doting parents.
