movieId,title,genres
4521,Little Nikita (1988),Drama,An FBI agent works to uncover an All-American family as Soviet sleeper agents and gets caught up in friendship with their unaware son.
4522,Masquerade (1988),Mystery|Romance|Thriller,Amid national chaos and fear for his life tyrannical King Gwanghae orders his trusted councilor Heo Kyun to find a royal body double. He hires Ha-seon a peasant mimic who bears a perfect ...
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,In Milagro a small town in the American Southwest Ladd Devine plans to build a major new resort development. While activist Ruby Archuleta and lawyer/newspaper editor Charlie Bloom ...
4524,Moon Over Parador (1988),Comedy,Little known actor Jack Noah is working on location in the country of Parador at the time the dictator dies. The dictator's right hand man Roberto makes Jack an offer he cannot refuse.....
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,An alien is sent on a secret mission to Earth where she appears as a gorgeous attractive and single lady. Her mission is to make contact with a rather nerdy young scientist who's quite ...
4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,A charming womanizer has to find a way to get $80 to elope to Hawaii with his one true love or else go to his father's chosen business school.
4528,Off Limits (1988),Action|Thriller|War,McGriff and Albaby are probably doing the worst law enforcement job in the world - they are plain clothes U.S. military policemen on duty in war-time Saigon. However their job becomes even...
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,N/A
4531,Red Heat (1988),Action,A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.
4532,Return of the Living Dead Part II (1988),Comedy|Horror,Retrospective documentary about the making of "Return of the Living Dead Part II."
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air the vapors cause the dead to rise again as zombies.
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,Young Jim Craig returns to his home in the Australian high country. He finds that things are not as he left them - his girlfriend is being pursued by another man and her father doesn't want Jim back into her life.
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,In 1880s Australia when young Jim Craig's father dies Jim takes a job at the Harrison cattle ranch and he is forced to become a man.
4537,Running on Empty (1988),Drama,The eldest son of a fugitive family comes of age and wants to live a life of his own.
4538,Salome's Last Dance (1988),Comedy|Drama,Late on Guy Fawkes Day 1892 Oscar Wilde arrives at a high-class brothel where a surprise awaits: a staging of his play "Salome" with parts played by prostitutes Wilde's host his lover ...
4539,Salsa (1988),Musical|Romance,Fatherless barrio Puertorican Rico is a menial car mechanic by day but lives for the nights when he dances and dates hot dancing girls cockily convinced the title of Salsa king in fancy ...
4541,"Serpent and the Rainbow, The (1988)",Horror,An anthropologist goes to Haiti after hearing rumors about a drug used by black magic practitioners to turn people into zombies.
4543,Shoot to Kill (1988),Action|Adventure,Sidney Poitier returned to the big screen in this action-thriller after a decade-long absence. When a cunning murderer vanishes into the rugged mountains of the Pacific Northwest pursuing...
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,Robot Johnny Five comes to the city and gets manipulated by criminals who want him for their own purposes.
4545,Short Circuit (1986),Comedy|Sci-Fi,Number 5 of a group of experimental robots in a lab is electrocuted suddenly becomes intelligent and escapes.
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,Rex and Saskia a young couple in love are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia Rex begins receiving letters from the abductor.
4550,Switching Channels (1988),Comedy,A television news chief courts his anchorwoman ex-wife with an eleventh-hour story.
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,A businessman accidentally kills The Metal Fetishist who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal.
4553,They Live (1988),Action|Sci-Fi|Thriller,A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth.
4555,Torch Song Trilogy (1988),Comedy|Drama|Romance,Tony Award-winning actor and playwright Harvey Fierstein re-creates his role as the unsinkable Arnold Beckoff in this film adaptation of the smash Broadway play TORCH SONG TRILOGY. A very ...
4557,Tucker: The Man and His Dream (1988),Drama,N/A
4558,Twins (1988),Comedy,A physically perfect but innocent man goes in search of his long-lost twin brother who is a short small-time crook.
4559,Vice Versa (1988),Comedy,During an argument a divorced executive and his 11 year old son casually touch a magical Tibetan skull releasing a mysterious power that transfers the father's mind to the body of the son and vice versa. Their problems have just begun.
4560,Watchers (1988),Horror|Sci-Fi,A boy takes in a stray dog later finding out that its an ultra-intelligent runaway from a genetic research lab. Unknown to him the dog is being stalked.
4561,Waxwork (1988),Comedy|Horror,A wax museum owner uses his horror exhibits to unleash evil on the world.
4562,Without a Clue (1988),Comedy|Mystery,A drunken Sherlock Holmes is really just a cover for the real detective - Dr Watson.
4563,Young Einstein (1988),Comedy,Albert Einstein is the son of a Tasmanian apple farmer who discovers the secret of splitting the beer atom to put the bubbles back into beer. When Albert travels to Sydney to patent his ...
4564,Always (1989),Drama|Fantasy|Romance,A romantic adventure about a legendary pilot's passion for dare-devil firefighting and his girl.
4565,American Ninja (1985),Action|Adventure,American soldier obviously very skilled in martial arts single-handedly takes on mercenaries in the Philippines.
4566,American Ninja 2: The Confrontation (1987),Action|Adventure,On a remote Caribbean island Army Ranger Joe Armstrong investigates the disappearance of several marines which leads him to The Lion a super-criminal who has kidnapped a local scientist and mass-produced an army of mutant Ninja warriors.
4567,American Ninja 3: Blood Hunt (1989),Action|Adventure,Jackson is back and now he has a new partner karate champion Sean as they must face a deadly terrorist known as "The Cobra" who has infected Sean with a virus. Sean and Jackson have no ...
4568,Best of the Best (1989),Action,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country--can they overcome their rivalry and work together to win?
4569,Best of the Best 2 (1993),Action
4570,"Big Picture, The (1989)",Comedy|Drama,Andrea is a successful photographer who's been openly gay for a significant period of time. Ella is attempting to break into the art scene and has recently entered into a relationship with ...
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,Two seemingly dumb teens struggle to prepare a historical presentation with the help of a time machine.
4572,Black Rain (1989),Action|Crime|Drama,Two NYC cops arrest a Yakuza member and must escort him when he's extradited to Japan.
4573,Blaze (1989),Comedy|Drama,A middle-aged Louisiana governor falls in love with a young stripper which jeopardizes his political career and the radical policies which have made him a controversial figure.
4577,Casualties of War (1989),Drama|War,During the Vietnam War a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.
4578,Chances Are (1989),Comedy|Romance,This is a fiercely tender sparkly sleeper gem with stellar cast about spirituality the unconditional nature of the soul mate loyalty and love and an alternate view to death.
4584,Dream a Little Dream (1989),Comedy|Drama|Romance,An accident puts the consciousness of an elderly dream researcher into the body of a bratty teenager. The problem? The kid prefers dreamworld limbo to real life.
4585,"Dream Team, The (1989)",Comedy,Series following the ups and down of fictional English Premiership club 'Harchester United' known more commonly as 'The Dragons'.
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.
4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery,A television newswoman picks up the story of a 1960s rock band whose long-lost leader - Eddie Wilson - may still be alive while searching for the missing tapes of the band's never-released album.
4590,Enemies: A Love Story (1989),Drama,Two best friends grow up into two different worlds -- one becomes a cop while the other becomes a criminal.
4591,Erik the Viking (1989),Adventure|Comedy|Fantasy,Erik the Viking and his men travel across the sea to find Valhalla to ask the gods to end the Age of Ragnarok.
4592,"Experts, The (1989)",Comedy,N/A
4593,Family Business (1989),Comedy,Jessie is an aging career criminal who has been in more jails fights schemes and lineups than just about anyone else. His son Vito while currently on the straight and narrow has had a ...
